"Study ID"	"Experimental Row ID"	"Paired Baseline ID"	"Authors & Year"	"Short Title"	"DOI / Link"	"Catalyst"	"Catalyst Details"	"Hydrogen Source"	"Impurity Category"	"Impurity Species"	"Impurity Conc (ppm)"	"Temp (°C)"	"Pressure (bar)"	"H2:CO2 ratio"	"Space velocity (GHSV, /h)"	"Time on stream (h)"	"MeOH metric type"	"Baseline"	"With impurity"	"Recovery Value"	"% change in MeOH"	"Measured / Calculated / Digitized"	"Reversible?"	"Deactivation noted?"	"Notes / mechanism"	"Source quote & page"	"Data Quality"	"Modeling Status"	"Duplicate Status"
"T1-002"	"T1-002-PFR-LF2-Y"	"T1-002-PFR-LF2-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"63.2"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"64"	"MeOH yield (%)"	"0.027"	"0"	"0.001"	"-100"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 63.2 ppm | Near-complete irreversible sulfur deactivation"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-LF2-S"	"T1-002-PFR-LF2-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"63.2"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"64"	"MeOH selectivity (%)"	"2.3"	"3.4"	"3.1"	"47.826"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 63.2 ppm | Near-complete irreversible sulfur deactivation"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-009"	"T1-009-CH4-50"	"T1-009-SYNGAS-CZZ"	"Warmuth et al. 2026"	"Investigation of methanol catalyst stability in presence of potential green hydrogen impurities"	"https://doi.org/10.1016/j.ijhydene.2026.153382"	"Cu/ZnO/ZrO2"	"Co-precipitated; CZZ 64/31/5 Cu/Zn/Zr mol%; CZZSi reported as 60/32/2/10 Cu/Zn/Si/Zr mol% in Table 5; Si enrichment about 1 wt% discussed."	"Synthetic laboratory feed"	"Hydrocarbon"	"CH4"	"68000"	"260"	"60-70"	"17% H2/4% CO/4% CO2/75% N2 plus impurity; 5.00 LN gcat^-1 h^-1"	"5.00 LN gcat^-1 h^-1"	"50"	"CHNS carbon deposit (wt%)"	"Not reported"	"Not found"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"No detected coking; <1 wt% cannot be ruled out"	"Long-term contaminated-feed catalyst aging | Run/sample: CH4-50 | Impurity source: CH4/N2 cylinder co-feed modeling methane-pyrolysis carryover | Reported concentration: 6.8 vol% CH4 in total feed | Coking not supported; thermal/feed-dependent sintering"	"PDF pp.2-3 Tables 2-3 and Figs.1-2; methods pp.5-7 Tables 5-6"	"High"	"Mechanism-only"	"No known duplicate"
"T1-009"	"T1-009-CH4-455"	"T1-009-SYNGAS-CZZ"	"Warmuth et al. 2026"	"Investigation of methanol catalyst stability in presence of potential green hydrogen impurities"	"https://doi.org/10.1016/j.ijhydene.2026.153382"	"Cu/ZnO/ZrO2"	"Co-precipitated; CZZ 64/31/5 Cu/Zn/Zr mol%; CZZSi reported as 60/32/2/10 Cu/Zn/Si/Zr mol% in Table 5; Si enrichment about 1 wt% discussed."	"Synthetic laboratory feed"	"Hydrocarbon"	"CH4"	"68000"	"260"	"60-70"	"17% H2/4% CO/4% CO2/75% N2 plus impurity; 5.00 LN gcat^-1 h^-1"	"5.00 LN gcat^-1 h^-1"	"455"	"CHNS carbon deposit (wt%)"	"Not reported"	"Not found"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"No detected coking; <1 wt% cannot be ruled out"	"Long-term contaminated-feed catalyst aging | Run/sample: CH4-455 | Impurity source: CH4/N2 cylinder co-feed modeling methane-pyrolysis carryover | Reported concentration: 6.8 vol% CH4 in total feed | Coking not supported; thermal/feed-dependent sintering"	"PDF pp.2-3 Tables 2-3 and Figs.1-2; methods pp.5-7 Tables 5-6"	"High"	"Mechanism-only"	"No known duplicate"
"T1-009"	"T1-009-O2-CZZ"	"T1-009-SYNGAS-CZZ"	"Warmuth et al. 2026"	"Investigation of methanol catalyst stability in presence of potential green hydrogen impurities"	"https://doi.org/10.1016/j.ijhydene.2026.153382"	"Cu/ZnO/ZrO2"	"Co-precipitated; CZZ 64/31/5 Cu/Zn/Zr mol%; CZZSi reported as 60/32/2/10 Cu/Zn/Si/Zr mol% in Table 5; Si enrichment about 1 wt% discussed."	"Synthetic laboratory feed"	"Oxygen"	"O2"	"100"	"260"	"60-70"	"17% H2/4% CO/4% CO2/75% N2 plus impurity; 5.00 LN gcat^-1 h^-1"	"5.00 LN gcat^-1 h^-1"	"400"	"Structural aging endpoint"	"Not reported"	"Not reported"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"ZnO crystallization increased; Cu sintering less pronounced than clean SynGas reference"	"Long-term contaminated-feed catalyst aging | Run/sample: O2-CZZ | Impurity source: O2/N2 cylinder co-feed modeling alkaline-electrolyzer crossover | Reported concentration: 0.01 vol% O2 total feed; 0.06 vol% relative to H2 | Redox shuttle/oxygen-vacancy filling and incidental hydrothermal sintering"	"PDF pp.3-5 Figs.3-4 and Table 4; methods pp.5-7 Tables 5-6"	"Low"	"Mechanism-only"	"No known duplicate"
"T1-009"	"T1-009-O2-CZZSI"	"T1-009-SYNGAS-CZZSi"	"Warmuth et al. 2026"	"Investigation of methanol catalyst stability in presence of potential green hydrogen impurities"	"https://doi.org/10.1016/j.ijhydene.2026.153382"	"Cu/ZnO/ZrO2/SiO2"	"Co-precipitated; CZZ 64/31/5 Cu/Zn/Zr mol%; CZZSi reported as 60/32/2/10 Cu/Zn/Si/Zr mol% in Table 5; Si enrichment about 1 wt% discussed."	"Synthetic laboratory feed"	"Oxygen"	"O2"	"100"	"260"	"60-70"	"17% H2/4% CO/4% CO2/75% N2 plus impurity; 5.00 LN gcat^-1 h^-1"	"5.00 LN gcat^-1 h^-1"	"400"	"Structural aging endpoint"	"Not reported"	"Not reported"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Si-doped system suppressed ZnO crystallization relative to CZZ"	"Long-term contaminated-feed catalyst aging | Run/sample: O2-CZZSI | Impurity source: O2/N2 cylinder co-feed modeling alkaline-electrolyzer crossover | Reported concentration: 0.01 vol% O2 total feed; 0.06 vol% relative to H2 | Si-stabilized Zn2SiO4 or ZnO:Si phase; improved oxygen/hydrothermal stability"	"PDF pp.3-5 Figs.3-4 and Table 4; methods pp.5-7 Tables 5-6"	"Low"	"Mechanism-only"	"No known duplicate"
"T1-013"	"T1-013-CGZ-523-X"	"T1-013-CGZ-523-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"249.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"4.6"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 523 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CGZ-523-S"	"T1-013-CGZ-523-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"249.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"88.1"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 523 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CGZ-533-X"	"T1-013-CGZ-533-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"259.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"4.8"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 533 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CGZ-533-S"	"T1-013-CGZ-533-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"259.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"84.9"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 533 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CGZ-543-X"	"T1-013-CGZ-543-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"269.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"5.4"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 543 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CGZ-543-S"	"T1-013-CGZ-543-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Ga/ZnO"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"269.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"81.4"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CGZ 543 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Thinner carbonaceous amorphous layer on Cu particles; surface Cu/Zn ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-523-X"	"T1-013-CZGS-523-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"249.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"2.8"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 523 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-523-S"	"T1-013-CZGS-523-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"249.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"97.1"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 523 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-533-X"	"T1-013-CZGS-533-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"259.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"2.6"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 533 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-533-S"	"T1-013-CZGS-533-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"259.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"97.1"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 533 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-543-X"	"T1-013-CZGS-543-CLEAN-X"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"269.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"CO2 conversion (mol%)"	"Needs graph digitization from Fig.8"	"2.1"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 543 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-543-S"	"T1-013-CZGS-543-CLEAN-S"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"269.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"18,000 L kgcat^-1 h^-1 (reported as F/W)"	"20 h at each temperature; 3 h stabilization after each change"	"MeOH selectivity (mol%)"	"Needs graph digitization from Fig.8"	"96.6"	"Not reported"	"Not reported"	"Measured"	"Not reported"	"Yes; magnitude catalyst- and temperature-dependent"	"Sequential isothermal contaminated-feed test | Run/sample: CZGS 543 K contaminated-feed endpoint | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous layer encapsulated Cu-based particles; surface Ga/Si ratio decreased"	"PDF p.5 Table 3 and Fig.8; mechanism pp.3-6"	"High for impure value; baseline unavailable numerically"	"Needs graph digitization"	"No known duplicate"
"T1-013"	"T1-013-CZGS-543-ACT"	"T1-013-CZGS-523-INITIAL-ACT"	"Toyir et al. 2001"	"Methanol synthesis from CO2 and H2 over gallium promoted copper-based supported catalysts. Effect of hydrocarbon impurities in the CO2/H2 source"	"https://doi.org/10.1039/B105235G"	"Cu-Zn-Ga/SiO2"	"Cu-Ga/ZnO: Cu 5.6 wt%, Ga2O3 2.7 wt%. Cu-Zn-Ga/SiO2: Cu 4.7 wt%, ZnO 2.3 wt%, Ga2O3 1.5 wt%; silica HDKH20, 170 m2/g."	"Bottled/commercial H2"	"Hydrocarbon"	"CH4 + C2H6 mixture"	"70 total (50 CH4; 20 C2H6)"	"269.85"	"20"	"CO2/H2=1/3; F/W 18,000 L kgcat^-1 h^-1"	"Not reported"	"Final point after sequential 523/533/543 K tests"	"MeOH synthesis activity (mol MeOH kgcat^-1 h^-1)"	"About 7 inferred by authors only as final being about 50% lower; exact initial requires Fig.8 digitization"	"3.5"	"Not reported"	"About -50"	"Calculated"	"Not reported"	"Yes"	"Sequential isothermal contaminated-feed test | Run/sample: Cu-Zn-Ga/SiO2 final contaminated-feed activity | Impurity source: Hydrocarbon mixture in CO2/H2 feed | Reported concentration: 50 ppm CH4 + 20 ppm C2H6 | Carbonaceous amorphous encapsulation of Cu-based particles and altered near-surface gallium"	"PDF p.5 Fig.8 and explicit results text"	"High for final activity; low for baseline"	"Needs graph digitization"	"No known duplicate"
